"Pair";"Session";"Fribble_nr";"Name_a";"Name_b";"labels";"snautdist"
"077078";"pre";"13";"plank eronder";"pippi langkous staartjes";"plank eronder : pippi langkous staartjes";0,652441
"077078";"pre";"14";"bol bovenop";"basket met bal";"bol bovenop : basket met bal";0,391423
"077078";"pre";"15";"plank erdoor onderin";"in een platform";"plank erdoor onderin : in een platform";0,537522
"077078";"pre";"16";"kubusjes rechter zijkant";"stapel dozen rechts";"kubusjes rechter zijkant : stapel dozen rechts";0,341502
"077078";"post";"1";"muur plakker spijker kubusjes";"paddenstoel groeit erop";"muur plakker spijker kubusjes : paddenstoel groeit erop";0,397846
"077078";"post";"2";"kogel pyramide";"kogel linkerkant";"kogel pyramide : kogel linkerkant";0,324963
"077078";"post";"3";"cocktailglas";"fancy coctailglas";"cocktailglas : fancy coctailglas";0,471287
"077078";"post";"4";"onderzeeer deur";"deur in onderzeeer";"onderzeeer deur : deur in onderzeeer";0,0635889
"077078";"post";"5";"uitlaten hanenkam neus staaf";"twee uitlaten";"uitlaten hanenkam neus staaf : twee uitlaten";0,269345
"077078";"post";"6";"neuspiercing plukje";"plukje en neuspiercing";"neuspiercing plukje : plukje en neuspiercing";0,0260236
"077078";"post";"7";"bankje cakevorm";"bankje met cakeblik";"bankje cakevorm : bankje met cakeblik";0,0858473
"077078";"post";"8";"doorboord boek handvaten";"boek door pierced achter";"doorboord boek handvaten : boek door pierced achter";0,222643
"077078";"post";"9";"steelpannetje lepel deksel";"afgerond voetje";"steelpannetje lepel deksel : afgerond voetje";0,490703
"077078";"post";"10";"rare gieter";"gieter met klepje";"rare gieter : gieter met klepje";0,211106
"077078";"post";"11";"tandenborstel bakje";"bakje met tandenborstels";"tandenborstel bakje : bakje met tandenborstels";0,0864415
"077078";"post";"12";"pacman spijker zij tafeltje";"spijker in pacman";"pacman spijker zij tafeltje : spijker in pacman";0,106182
"077078";"post";"13";"paardenstaartjes plank eronder";"pippi langkous staartjes";"paardenstaartjes plank eronder : pippi langkous staartjes";0,526514
"077078";"post";"14";"armpjes rechthoek bolletje";"balk voor beker";"armpjes rechthoek bolletje : balk voor beker";0,402199
"077078";"post";"15";"glitch plankje slurf";"glitch door vierkant";"glitch plankje slurf : glitch door vierkant";0,240894
"077078";"post";"16";"staartje uitsteeksels kubusjes";"wormpje aan achterkant";"staartje uitsteeksels kubusjes : wormpje aan achterkant";0,246874
"081082";"pre";"1";"paddestoel vierkant wolkenkrabbers";"bril op links";"paddestoel vierkant wolkenkrabbers : bril op links";0,501828
"081082";"pre";"2";"piramide wiel champagnefles";"piramide achter kopje";"piramide wiel champagnefles : piramide achter kopje";0,239021
"081082";"pre";"3";"mannetje voetstuk twister";"kopje op spiraal";"mannetje voetstuk twister : kopje op spiraal";0,409906
"081082";"pre";"4";"hoedje uitlaat forklift";"twee balkjes rechts";"hoedje uitlaat forklift : twee balkjes rechts";0,432903
"081082";"pre";"5";"balk voetjes driehoek neus";"horizontaal balkje bovenop";"balk voetjes driehoek neus : horizontaal balkje bovenop";0,258993
"081082";"pre";"6";"neuspiercing voetsteun oortje";"neusring en staartje";"neuspiercing voetsteun oortje : neusring en staartje";0,324161
"081082";"pre";"7";"tafel bakje pootjes";"afdakje twee poten";"tafel bakje pootjes : afdakje twee poten";0,201405
"081082";"pre";"8";"voet ruiten arm";"ruit achter kopje";"voet ruiten arm : ruit achter kopje";0,287973
"081082";"pre";"9";"kegeltje voetstuk cirkel";"neus naar links";"kegeltje voetstuk cirkel : neus naar links";0,448081
"081082";"pre";"10";"lucifers afdak ondersteuning";"knuppel achter kopje";"lucifers afdak ondersteuning : knuppel achter kopje";0,34136
"081082";"pre";"11";"bolle neus oren";"bolletje aan voorkant";"bolle neus oren : bolletje aan voorkant";0,294382
"081082";"pre";"12";"b toeter tafeltje";"projectie linksachter beamer";"b toeter tafeltje : projectie linksachter beamer";0,414577
"081082";"pre";"13";"kraantjes oren ruitjes";"krul links rechts";"kraantjes oren ruitjes : krul links rechts";0,458573
"081082";"pre";"14";"balk bol armen";"verticale balk voorkant";"balk bol armen : verticale balk voorkant";0,1351
"081082";"pre";"15";"cilinderachtige neus konijnenoren";"plaat door midden";"cilinderachtige neus konijnenoren : plaat door midden";0,393411
"081082";"pre";"16";"worm kegels trap";"kolom boven linksvoor";"worm kegels trap : kolom boven linksvoor";0,449451
"081082";"post";"1";"verrekijker paddestoel vlak";"links bril vierkant";"verrekijker paddestoel vlak : links bril vierkant";0,277038
"081082";"post";"2";"piramide champagnefles blok";"piramide bovenop";"piramide champagnefles blok : piramide bovenop";0,199873
"081082";"post";"3";"trofee voetstuk spiraal";"trofee";"trofee voetstuk spiraal : trofee";0,271517
"081082";"post";"4";"hoedje uitlaat balken";"hoedje balkjes rechts";"hoedje uitlaat balken : hoedje balkjes rechts";0,16043
"081082";"post";"5";"balk voetjes voorstuk";"horizontale balk bovenop";"balk voetjes voorstuk : horizontale balk bovenop";0,19183
"081082";"post";"6";"neuspiercing korfbalpaal staartje";"neuspiercing";"neuspiercing korfbalpaal staartje : neuspiercing";0,0938526
"081082";"post";"7";"tafeltje poten bakje";"tafeltje twee poten";"tafeltje poten bakje : tafeltje twee poten";0,0771626
"081082";"post";"8";"voetje vliegtuig staart neus";"vliegtuig achtervleugel ruit";"voetje vliegtuig staart neus : vliegtuig achtervleugel ruit";0,18944
"081082";"post";"9";"voetstukje cirkel cilinder";"ronde plaat achterkant";"voetstukje cirkel cilinder : ronde plaat achterkant";0,296163
"081082";"post";"10";"lucifers honkbalknuppels afdakje";"horizontale knuppel";"lucifers honkbalknuppels afdakje : horizontale knuppel";0,333736
"081082";"post";"11";"konijntje bol oren";"konijntje bolletje voor";"konijntje bol oren : konijntje bolletje voor";0,131386
"081082";"post";"12";"beamer tafeltje koker";"beamer projectie";"beamer tafeltje koker : beamer projectie";0,259851
"081082";"post";"13";"vierkant spiraal oren kraantjes";"krullen links rechts";"vierkant spiraal oren kraantjes : krullen links rechts";0,288931
"081082";"post";"14";"balken knuffelaar bol armen";"balken knuffelaar";"balken knuffelaar bol armen : balken knuffelaar";0,105074
"081082";"post";"15";"doorgesneden vlak oortjes";"plaat doormidden";"doorgesneden vlak oortjes : plaat doormidden";0,27317
"081082";"post";"16";"kegels pijp wolkenkrabber";"uitlaat twee kegels";"kegels pijp wolkenkrabber : uitlaat twee kegels";0,235589
"083084";"pre";"1";"twee staven links";"vierkant aan zijkant";"twee staven links : vierkant aan zijkant";0,341752
"083084";"pre";"2";"halve kegel boven";"puntig hoedje boven achterkant";"halve kegel boven : puntig hoedje boven achterkant";0,268848
"083084";"pre";"3";"beneden staaf driehoek";"gedraaide steel onderkant";"beneden staaf driehoek : gedraaide steel onderkant";0,298779
"083084";"pre";"4";"twee liggende rechthoeken";"twee balkjes rechterkant";"twee liggende rechthoeken : twee balkjes rechterkant";0,207875
"083084";"pre";"5";"liggende rechthoek bovenop";"liggende balk bovenkant";"liggende rechthoek bovenop : liggende balk bovenkant";0,15306
"083084";"pre";"6";"staaf door neus";"steel door bol";"staaf door neus : steel door bol";0,204361
"083084";"pre";"7";"tafel bak bovenin";"staat aan tafel";"tafel bak bovenin : staat aan tafel";0,245756
"083084";"pre";"8";"vierkant staaf bovenin";"twee hoekige stelen";"vierkant staaf bovenin : twee hoekige stelen";0,342142
"083084";"pre";"9";"lepel cirkel bovenin";"ronde schijf achterkant";"lepel cirkel bovenin : ronde schijf achterkant";0,289012
"083084";"pre";"10";"staaf links rechts";"schuine plank achterkant";"staaf links rechts : schuine plank achterkant";0,321799
"083084";"pre";"11";"staaf rechthoek bovenin";"losse bol voorkant";"staaf rechthoek bovenin : losse bol voorkant";0,229561
"083084";"pre";"12";"links staaf tafelpoot";"rond tafeltje zijkant";"links staaf tafelpoot : rond tafeltje zijkant";0,246113
"083084";"pre";"13";"midden cirkel staven";"geblokte stelen zijkanten";"midden cirkel staven : geblokte stelen zijkanten";0,348473
"083084";"pre";"14";"rechthoek verticaal beneden";"bol op bovenkant";"rechthoek verticaal beneden : bol op bovenkant";0,208345
"083084";"pre";"15";"plateau horizontaal midden";"vierkant om midden";"plateau horizontaal midden : vierkant om midden";0,199962
"083084";"pre";"16";"staaf boven links";"een toren blok zijkant";"staaf boven links : een toren blok zijkant";0,291079
"083084";"post";"1";"tv";"robot vierkant voor";"tv : robot vierkant voor";0,66501
"083084";"post";"2";"tent als neus";"tent als neus";"tent als neus : tent als neus";1,19209e-07
"083084";"post";"3";"spring poppetje";"springen met vierkant";"spring poppetje : springen met vierkant";0,309765
"083084";"post";"4";"twee staven rechts";"twee balkjes rechterkant";"twee staven rechts : twee balkjes rechterkant";0,181031
"083084";"post";"5";"rechthoekige staaf bovenop";"balkje op hoofd";"rechthoekige staaf bovenop : balkje op hoofd";0,335967
"083084";"post";"6";"staaf door neus";"stang door neus";"staaf door neus : stang door neus";0,132087
"083084";"post";"7";"tafel met blok";"tafeltje met bakje";"tafel met blok : tafeltje met bakje";0,165791
"083084";"post";"8";"spekje";"spekje op hoofd";"spekje : spekje op hoofd";0,203748
"083084";"post";"9";"verhoging";"plateautje";"verhoging : plateautje";0,66669
"083084";"post";"10";"peper en zout";"peper en zout";"peper en zout : peper en zout";0
"083084";"post";"11";"sims teken";"sims tekentje";"sims teken : sims tekentje";0,15452
"083084";"post";"12";"dienblad en tafelpoot";"dienblad als neus";"dienblad en tafelpoot : dienblad als neus";0,120562
"083084";"post";"13";"drie kralen";"kraaltjes aan zijkanten";"drie kralen : kraaltjes aan zijkanten";0,253443
"083084";"post";"14";"verticale grote staaf";"balkje uitstekend beneden";"verticale grote staaf : balkje uitstekend beneden";0,351975
"083084";"post";"15";"rokje";"rokje";"rokje : rokje";5,96046e-08
"083084";"post";"16";"blokkendoos als neus";"blokkendoos als neus";"blokkendoos als neus : blokkendoos als neus";-1,19209e-07
"087088";"pre";"1";"vierkant voorop";"magnemite sataliet";"vierkant voorop : magnemite sataliet";0,523808
"087088";"pre";"2";"driehoek op bovenkant";"robotje punthoofd blok neus";"driehoek op bovenkant : robotje punthoofd blok neus";0,373369
"087088";"pre";"3";"wijnglas met standaard";"vogeldrinkbak fontein";"wijnglas met standaard : vogeldrinkbak fontein";0,466674
"087088";"pre";"4";"vijf uitsteeksels";"is teken staartje hoedje";"vijf uitsteeksels : is teken staartje hoedje";0,423046
"087088";"pre";"5";"balk op bovenkant";"bel vormige arm";"balk op bovenkant : bel vormige arm";0,374318
"087088";"pre";"6";"paal door neus";"neus bot erdoorheen";"paal door neus : neus bot erdoorheen";0,184124
"087088";"pre";"7";"hoofd met bril";"picknick tafel";"hoofd met bril : picknick tafel";0,473783
"087088";"pre";"8";"lange neus";"pinokkio neus ruitvormige antenne";"lange neus : pinokkio neus ruitvormige antenne";0,229279
"087088";"pre";"9";"half rondje bovenkant";"draaiknop hendel voetstuk";"half rondje bovenkant : draaiknop hendel voetstuk";0,396687
"087088";"pre";"10";"twee rondjes";"dubbele hendel stuur";"twee rondjes : dubbele hendel stuur";0,434397
"087088";"pre";"11";"rondje rechtsmidden";"blob neus lange veer";"rondje rechtsmidden : blob neus lange veer";0,35094
"087088";"pre";"12";"rechts ronde schijf";"spijker platformpje rechts";"rechts ronde schijf : spijker platformpje rechts";0,175114
"087088";"pre";"13";"staat op vierkant";"draaiknop vlechtjes";"staat op vierkant : draaiknop vlechtjes";0,563517
"087088";"pre";"14";"rondje op bovenkant";"balletje balanceren";"rondje op bovenkant : balletje balanceren";0,341156
"087088";"pre";"15";"vierkant om middel";"salueren hoelahoep";"vierkant om middel : salueren hoelahoep";0,494509
"087088";"pre";"16";"vier lange uitsteeksels";"hendel links uitlaatpijp";"vier lange uitsteeksels : hendel links uitlaatpijp";0,516979
"087088";"post";"1";"vierkant aan voorkant";"vierkant vlak armpjes";"vierkant aan voorkant : vierkant vlak armpjes";0,192675
"087088";"post";"2";"wiel onderaan";"robotje punthoofd blok neus";"wiel onderaan : robotje punthoofd blok neus";0,36522
"087088";"post";"3";"wijnglas";"fontein wijnglas";"wijnglas : fontein wijnglas";0,0943275
"087088";"post";"4";"is teken rechts";"is teken staartje";"is teken rechts : is teken staartje";0,153743
"087088";"post";"5";"staaf op bovenkant";"balk bovenop belvormige armpjes";"staaf op bovenkant : balk bovenop belvormige armpjes";0,247748
"087088";"post";"6";"staaf door neus";"inboorling balk door neus";"staaf door neus : inboorling balk door neus";0,194487
"087088";"post";"7";"picknicktafel";"picknicktafel";"picknicktafel : picknicktafel";5,96046e-08
"087088";"post";"8";"ruit achterop";"ruit in achterhoofd";"ruit achterop : ruit in achterhoofd";0,203679
"087088";"post";"9";"smal voetstuk";"halve uitstekende cirkel";"smal voetstuk : halve uitstekende cirkel";0,398503
"087088";"post";"10";"scherm aan achterkant";"stuur hendels scherm";"scherm aan achterkant : stuur hendels scherm";0,224971
"087088";"post";"11";"verf kwastje en staaf";"neus kwastje balkje";"verf kwastje en staaf : neus kwastje balkje";0,151175
"087088";"post";"12";"dienblad rechts";"dienblad spijker";"dienblad rechts : dienblad spijker";0,141035
"087088";"post";"13";"op vierkanten voetstuk";"groot platform";"op vierkanten voetstuk : groot platform";0,532671
"087088";"post";"14";"rondje bovenop";"pilaar bal bovenop";"rondje bovenop : pilaar bal bovenop";0,261134
"087088";"post";"15";"vierkant om middel";"hoelahoep";"vierkant om middel : hoelahoep";0,636014
"087088";"post";"16";"vier uitsteeksels";"vier uitsteeksels groeiende vierkanten";"vier uitsteeksels : vier uitsteeksels groeiende vierkanten";0,0950575
"089090";"pre";"1";"vierkant gezicht";"groot vierkant oor";"vierkant gezicht : groot vierkant oor";0,164013
"089090";"pre";"2";"feesthoedje";"piramide hoed";"feesthoedje : piramide hoed";0,310933
"089090";"pre";"3";"been voet";"klein kubusje rechtsboven";"been voet : klein kubusje rechtsboven";0,533804
"089090";"pre";"4";"feesthoedje zonder punt";"twee oren rechterkant";"feesthoedje zonder punt : twee oren rechterkant";0,305698
"089090";"pre";"5";"omgedraaide beker oren";"minste uitsteeksels";"omgedraaide beker oren : minste uitsteeksels";0,420372
"089090";"pre";"6";"neuspiercing";"neus staaf erdoor";"neuspiercing : neus staaf erdoor";0,523964
"089090";"pre";"7";"picknicktafel op hoofd";"omgekeerde halve piramide";"picknicktafel op hoofd : omgekeerde halve piramide";0,463749
"089090";"pre";"8";"pinokkio";"omgekeerde ram";"pinokkio : omgekeerde ram";0,769672
"089090";"pre";"9";"rondje op achterhoofd";"pinokkio halve cirkel";"rondje op achterhoofd : pinokkio halve cirkel";0,345296
"089090";"pre";"10";"twee verschillende armen";"twee uitsteeksels rondjes";"twee verschillende armen : twee uitsteeksels rondjes";0,232233
"089090";"pre";"11";"alleen bolle neus";"ronde neus";"alleen bolle neus : ronde neus";0,205141
"089090";"pre";"12";"beamer";"uitstekend oor linkerkant";"beamer : uitstekend oor linkerkant";0,579902
"089090";"pre";"13";"diamanten oren";"drie kraaltjes oren";"diamanten oren : drie kraaltjes oren";0,204004
"089090";"pre";"14";"verticale neus";"bolletje boven hoofd";"verticale neus : bolletje boven hoofd";0,253826
"089090";"pre";"15";"slurfje";"hoed met pijp";"slurfje : hoed met pijp";0,377433
"089090";"pre";"16";"twee kegels snavel";"uitstekende kubus rechts";"twee kegels snavel : uitstekende kubus rechts";0,373001
"089090";"post";"1";"vierkant op gezicht";"robot";"vierkant op gezicht : robot";0,638475
"089090";"post";"2";"feesthoedje op hoofd";"feesthoed grote snavel";"feesthoedje op hoofd : feesthoed grote snavel";0,2683
"089090";"post";"3";"been";"flamingo";"been : flamingo";0,765593
"089090";"post";"4";"lijkt op stekker";"stekker";"lijkt op stekker : stekker";0,201434
"089090";"post";"5";"balk op hoofd";"balkje schepje";"balk op hoofd : balkje schepje";0,347399
"089090";"post";"6";"neuspiercing";"neuspiercing";"neuspiercing : neuspiercing";1,78814e-07
"089090";"post";"7";"picknicktafel op hoofd";"picknicktafel";"picknicktafel op hoofd : picknicktafel";0,201394
"089090";"post";"8";"twee ruiten hoofd";"twee ruitjes vierkantjes";"twee ruiten hoofd : twee ruitjes vierkantjes";0,290873
"089090";"post";"9";"links kijkende pinokkio";"pinokkio met cirkel";"links kijkende pinokkio : pinokkio met cirkel";0,234341
"089090";"post";"10";"twee knots armen";"lange korte arm";"twee knots armen : lange korte arm";0,316349
"089090";"post";"11";"alleen ronde neus";"omgekeerde kegel balk";"alleen ronde neus : omgekeerde kegel balk";0,384532
"089090";"post";"12";"rond dienblad";"dakraam";"rond dienblad : dakraam";0,535701
"089090";"post";"13";"diamanten uit oren";"diamantjes";"diamanten uit oren : diamantjes";0,26858
"089090";"post";"14";"verticale neus";"oma olifant knotje";"verticale neus : oma olifant knotje";0,436506
"089090";"post";"15";"slurf en tutu";"olifant tutu";"slurf en tutu : olifant tutu";0,135073
"089090";"post";"16";"omgekeerde snavel";"vogel omgekeerde snavel";"omgekeerde snavel : vogel omgekeerde snavel";0,0365066
"093094";"pre";"1";"schroef bovenkant vierkant";"vierkant voorkant";"schroef bovenkant vierkant : vierkant voorkant";0,116935
"093094";"pre";"2";"puntig hoedje";"driehoek bovenop";"puntig hoedje : driehoek bovenop";0,471335
"093094";"pre";"3";"langste object voet";"gedraaide staaf onder";"langste object voet : gedraaide staaf onder";0,453348
"093094";"pre";"4";"is teken zijkant";"twee strepen rechts";"is teken zijkant : twee strepen rechts";0,26779
"093094";"pre";"5";"compact zonder uitsteeksels";"langwerpige balk boven";"compact zonder uitsteeksels : langwerpige balk boven";0,348276
"093094";"pre";"6";"schroef door bolletje";"neus met piercing";"schroef door bolletje : neus met piercing";0,337323
"093094";"pre";"7";"railing zijkant pyramide";"soort tafel erom";"railing zijkant pyramide : soort tafel erom";0,415884
"093094";"pre";"8";"lichaam gebogen voet";"kromme staaf onder";"lichaam gebogen voet : kromme staaf onder";0,316862
"093094";"pre";"9";"langwerpig verhoogd platform";"rondje achter";"langwerpig verhoogd platform : rondje achter";0,53062
"093094";"pre";"10";"armen schuin dak";"soort gieter";"armen schuin dak : soort gieter";0,493746
"093094";"pre";"11";"rond bolletje zijkant";"bolle neus";"rond bolletje zijkant : bolle neus";0,222954
"093094";"pre";"12";"spijker in arm";"rond platform rechts";"spijker in arm : rond platform rechts";0,341179
"093094";"pre";"13";"object op platform";"zes uitstekende bolletjes";"object op platform : zes uitstekende bolletjes";0,574644
"093094";"pre";"14";"poppetje balk zijkant";"bolletje bovenop";"poppetje balk zijkant : bolletje bovenop";0,30199
"093094";"pre";"15";"twee streepjes bovenkant";"lange neus vierkantje";"twee streepjes bovenkant : lange neus vierkantje";0,148307
"093094";"pre";"16";"twee ronde jongleer stokken";"langwerpige punt boven";"twee ronde jongleer stokken : langwerpige punt boven";0,403458
"093094";"post";"1";"schroef in hoofd";"schroef bovenop";"schroef in hoofd : schroef bovenop";0,18616
"093094";"post";"2";"verjaardags hoedje met punt";"feesthoedje";"verjaardags hoedje met punt : feesthoedje";0,165452
"093094";"post";"3";"poppetje gekromde benen";"draaiende balk";"poppetje gekromde benen : draaiende balk";0,360801
"093094";"post";"4";"half verjaardags hoedje";"afgesneden punthoedje";"half verjaardags hoedje : afgesneden punthoedje";0,491961
"093094";"post";"5";"balk bovenop hamer";"moeilijke balk boven";"balk bovenop hamer : moeilijke balk boven";0,16535
"093094";"post";"6";"neuspiercing";"neuspiercing";"neuspiercing : neuspiercing";1,78814e-07
"093094";"post";"7";"spoiler tafel";"tafel spoiler";"spoiler tafel : tafel spoiler";-1,19209e-07
"093094";"post";"8";"mijn favoriet";"ruitje oren bovenop";"mijn favoriet : ruitje oren bovenop";0,512661
"093094";"post";"9";"ronde pilaar cirkel";"blok onder";"ronde pilaar cirkel : blok onder";0,404989
"093094";"post";"10";"diploma hoedje";"gieter afstudeer hoedje";"diploma hoedje : gieter afstudeer hoedje";0,212556
"093094";"post";"11";"ronde neus voor";"bolle neus";"ronde neus voor : bolle neus";0,200986
"093094";"post";"12";"spijker arm";"schroef in arm";"spijker arm : schroef in arm";0,167976
"093094";"post";"13";"clown op platform";"clown";"clown op platform : clown";0,278677
"093094";"post";"14";"mannetje omarmt balk";"bol boven";"mannetje omarmt balk : bol boven";0,387768
"093094";"post";"15";"rokjes platform pijp";"vierkant rond midden";"rokjes platform pijp : vierkant rond midden";0,483994
"093094";"post";"16";"diabolo's";"twee diabolos";"diabolo's : twee diabolos";0,493197
"097098";"pre";"1";"blokkentoren handvatten links";"robot vierkant antenne";"blokkentoren handvatten links : robot vierkant antenne";0,387516
"097098";"pre";"2";"driehoek links bovenop kopje";"eclectisch driehoek gradueel";"driehoek links bovenop kopje : eclectisch driehoek gradueel";0,452132
"097098";"pre";"3";"vierkant rechtsboven rand";"draai blokje driehoekje";"vierkant rechtsboven rand : draai blokje driehoekje";0,291195
"097098";"pre";"4";"twee staafjes rechts";"gelijkheidsteken hendel voetje";"twee staafjes rechts : gelijkheidsteken hendel voetje";0,263148
"097098";"pre";"5";"rechthoekige staaf bovenop";"sip hangend balkje";"rechthoekige staaf bovenop : sip hangend balkje";0,327266
"097098";"pre";"6";"theelepel linksbovenin kopje";"eivormig balkje traanvormig";"theelepel linksbovenin kopje : eivormig balkje traanvormig";0,388488
"097098";"pre";"7";"plankje twee pootjes";"plankje bakje plukje";"plankje twee pootjes : plankje bakje plukje";0,164098
"097098";"pre";"8";"blokkerige satelliet bovenop";"ruitvormig bonenmaler uitsteeksels";"blokkerige satelliet bovenop : ruitvormig bonenmaler uitsteeksels";0,426391
"097098";"pre";"9";"lepel rechts boven";"verscholen rondje voetje";"lepel rechts boven : verscholen rondje voetje";0,310616
"097098";"pre";"10";"steun plateau achter kopje";"afgerond schuin balk";"steun plateau achter kopje : afgerond schuin balk";0,407743
"097098";"pre";"11";"twee verschillende lepels";"eivormig gleuf pijlvormig";"twee verschillende lepels : eivormig gleuf pijlvormig";0,46753
"097098";"pre";"12";"handvat met tentharing";"plateau b vormig uitsteeksel";"handvat met tentharing : plateau b vormig uitsteeksel";0,313364
"097098";"pre";"13";"handvaten drie balletjes";"bodem golfjes circel";"handvaten drie balletjes : bodem golfjes circel";0,328549
"097098";"pre";"14";"balletje drijft linksboven";"rechthoek ei hoek";"balletje drijft linksboven : rechthoek ei hoek";0,255049
"097098";"pre";"15";"gelijke staafjes bovenop";"etage hoek cilinder";"gelijke staafjes bovenop : etage hoek cilinder";0,492806
"097098";"pre";"16";"drie lange handvatten";"stuur handvatten slurf wolkenkrabber";"drie lange handvatten : stuur handvatten slurf wolkenkrabber";0,281232
"097098";"post";"1";"twee blokken handvatten links";"vierkant antenne wolkenkrabber uitsteeksels";"twee blokken handvatten links : vierkant antenne wolkenkrabber uitsteeksels";0,403786
"097098";"post";"2";"driehoek linksboven";"driehoek boven";"driehoek linksboven : driehoek boven";0,136196
"097098";"post";"3";"draaikolk onderin driehoek";"draai driehoekige voet";"draaikolk onderin driehoek : draai driehoekige voet";0,244105
"097098";"post";"4";"is teken rechts";"twee rechthoeken rechts opzij";"is teken rechts : twee rechthoeken rechts opzij";0,304867
"097098";"post";"5";"rechthoekig blok bovenop";"sip balkje gleuf";"rechthoekig blok bovenop : sip balkje gleuf";0,357872
"097098";"post";"6";"theelepel linksboven kopje";"eivormig platte cirkel";"theelepel linksboven kopje : eivormig platte cirkel";0,400315
"097098";"post";"7";"plankje poten bakje";"plankje bakje erop";"plankje poten bakje : plankje bakje erop";0,0692034
"097098";"post";"8";"vierkante satelliet linksboven";"gebogen tuitje onder";"vierkante satelliet linksboven : gebogen tuitje onder";0,415737
"097098";"post";"9";"onderzetter koffielepel rechtsboven";"voetje platte cirkel";"onderzetter koffielepel rechtsboven : voetje platte cirkel";0,340335
"097098";"post";"10";"rugsteun ongelijke handvatten";"afgeronde tuitjes weerskanten";"rugsteun ongelijke handvatten : afgeronde tuitjes weerskanten";0,347096
"097098";"post";"11";"staafdiagram lepel";"ei gleuf balkje";"staafdiagram lepel : ei gleuf balkje";0,248132
"097098";"post";"12";"tentharing linker handvat";"rond plateau voor";"tentharing linker handvat : rond plateau voor";0,468585
"097098";"post";"13";"handvatten drie bolletjes";"drie ruiten weerszijden";"handvatten drie bolletjes : drie ruiten weerszijden";0,291565
"097098";"post";"14";"balletje linksbovenin kopje";"eivormig rechthoek voor";"balletje linksbovenin kopje : eivormig rechthoek voor";0,411477
"097098";"post";"15";"gelijke staafjes bovenop";"doorklieven plateau onderaan";"gelijke staafjes bovenop : doorklieven plateau onderaan";0,348176
"097098";"post";"16";"blokken handvat rechts";"twee dezelfde handvatten";"blokken handvat rechts : twee dezelfde handvatten";0,346779
"099100";"pre";"1";"verrekijker";"schroef op pot";"verrekijker : schroef op pot";0,540222
"099100";"pre";"2";"driehoek bovenaan";"driehoek op pot";"driehoek bovenaan : driehoek op pot";0,218194
"099100";"pre";"3";"lijkt op wijnglas";"voetstuk onder pot";"lijkt op wijnglas : voetstuk onder pot";0,30697
"099100";"pre";"4";"bevat is teken";"zijkant twee balkjes";"bevat is teken : zijkant twee balkjes";0,555218
"099100";"pre";"5";"hanenkam korte mouwen";"balkje op pot";"hanenkam korte mouwen : balkje op pot";0,537971
"099100";"pre";"6";"rechthoek door neus";"schroef door neus";"rechthoek door neus : schroef door neus";0,121518
"099100";"pre";"7";"horizontale rechthoek bovenaan";"bankje aan pot";"horizontale rechthoek bovenaan : bankje aan pot";0,452036
"099100";"pre";"8";"een arm en been";"hanekam schroef erdoor";"een arm en been : hanekam schroef erdoor";0,450259
"099100";"pre";"9";"theepot deksel linksachter";"opzetstuk onder pot";"theepot deksel linksachter : opzetstuk onder pot";0,193491
"099100";"pre";"10";"vierkant bovenstuk paardenstaart";"knuppel achter pot";"vierkant bovenstuk paardenstaart : knuppel achter pot";0,380884
"099100";"pre";"11";"liniaal in pennenbak";"twee grotere roerstaafjes";"liniaal in pennenbak : twee grotere roerstaafjes";0,341749
"099100";"pre";"12";"rondvormig dienblad vasthouden";"spijker in oor";"rondvormig dienblad vasthouden : spijker in oor";0,328903
"099100";"pre";"13";"pippi langkous vlechten";"plaat onder pot";"pippi langkous vlechten : plaat onder pot";0,638646
"099100";"pre";"14";"een bol bovenaan";"balletje op pot";"een bol bovenaan : balletje op pot";0,305593
"099100";"pre";"15";"vierkante tutu";"plaat over pot";"vierkante tutu : plaat over pot";0,459293
"099100";"pre";"16";"wortelvormige neus haar";"twee verschillende oren";"wortelvormige neus haar : twee verschillende oren";0,293054
"099100";"post";"1";"omgekeerd hondje";"hondje ondersteboven";"omgekeerd hondje : hondje ondersteboven";0,118255
"099100";"post";"2";"hoedje driehoek";"driehoek op hoofd";"hoedje driehoek : driehoek op hoofd";0,188958
"099100";"post";"3";"wijnglas";"wijnglas";"wijnglas : wijnglas";5,96046e-08
"099100";"post";"4";"is teken";"is teken";"is teken : is teken";5,96046e-08
"099100";"post";"5";"espresso apparaat";"espressoapparaat";"espresso apparaat : espressoapparaat";0,234017
"099100";"post";"6";"neus met staaf";"spijker door neus";"neus met staaf : spijker door neus";0,218356
"099100";"post";"7";"bankje tafeltje";"bankje en duikplank";"bankje tafeltje : bankje en duikplank";0,195271
"099100";"post";"8";"helikopter";"helikopter op hoofd";"helikopter : helikopter op hoofd";0,16842
"099100";"post";"9";"theekopje met deksel";"theekopje een staafje";"theekopje met deksel : theekopje een staafje";0,168823
"099100";"post";"10";"ongelijke armen";"knuppel achter pot";"ongelijke armen : knuppel achter pot";0,429235
"099100";"post";"11";"theemok twee lepeltjes";"theekopje";"theemok twee lepeltjes : theekopje";0,255099
"099100";"post";"12";"dienblad en spijker";"dienblad en spijker";"dienblad en spijker : dienblad en spijker";0
"099100";"post";"13";"pippi langkous";"pippi langkous";"pippi langkous : pippi langkous";5,96046e-08
