"StartTime","EndTime","director","trial","target","pair","peaks1","peaks2","psum","round"
854420,879660,"A","1.16_ref",12,"053054",48,5,53,1
906020,928440,"B","2.1_ref",14,"053054",20,38,58,2
936780,961050,"A","2.2_ref",9,"053054",44,18,62,2
976010,992410,"B","2.3_ref",16,"053054",5,33,38,2
1013360,1025980,"A","2.4_ref",3,"053054",22,6,28,2
1042020,1053670,"B","2.5_ref",10,"053054",6,24,30,2
1067930,1085490,"A","2.6_ref",11,"053054",35,4,39,2
1115050,1134780,"B","2.7_ref",12,"053054",6,37,43,2
1175090,1187550,"A","2.8_ref",7,"053054",20,7,27,2
1200470,1213630,"B","2.9_ref",6,"053054",5,29,34,2
1244940,1275090,"A","2.10_ref",13,"053054",59,15,74,2
1284760,1315620,"B","2.11_ref",2,"053054",13,57,70,2
1329010,1355630,"A","2.12_ref",15,"053054",54,6,60,2
1366020,1381460,"B","2.13_ref",8,"053054",7,35,42,2
1395230,1412570,"A","2.14_ref",1,"053054",35,6,41,2
1440860,1475470,"B","2.15_ref",4,"053054",36,46,82,2
1494850,1516370,"A","2.16_ref",5,"053054",44,7,51,2
1532930,1555720,"B","3.1_ref",9,"053054",11,42,53,3
1576400,1596660,"A","3.2_ref",10,"053054",33,4,37,3
1644060,1658210,"B","3.3_ref",15,"053054",5,28,33,3
1680110,1700990,"A","3.4_ref",12,"053054",47,4,51,3
1712730,1724150,"B","3.5_ref",1,"053054",10,18,28,3
1747160,1769310,"A","3.6_ref",4,"053054",44,7,51,3
1781050,1790650,"B","3.7_ref",7,"053054",10,4,14,3
1798850,1815090,"A","3.8_ref",16,"053054",35,4,39,3
1853050,1863220,"B","3.9_ref",13,"053054",4,20,24,3
1880420,1900380,"A","3.10_ref",2,"053054",45,5,50,3
1921310,1935490,"B","3.11_ref",11,"053054",4,27,31,3
1982860,1999340,"A","3.12_ref",6,"053054",33,4,37,3
2018350,2032310,"B","3.13_ref",5,"053054",5,24,29,3
2042610,2068600,"A","3.14_ref",8,"053054",60,7,67,3
2086920,2094170,"B","3.15_ref",3,"053054",3,9,12,3
2104770,2122370,"A","3.16_ref",14,"053054",35,5,40,3
2151090,2158300,"B","4.1_ref",10,"053054",7,9,16,4
2187220,2210560,"A","4.2_ref",15,"053054",55,6,61,4
2222360,2237750,"B","4.3_ref",6,"053054",14,17,31,4
2255090,2266150,"A","4.4_ref",1,"053054",19,4,23,4
2278800,2292680,"B","4.5_ref",16,"053054",6,31,37,4
2309980,2323890,"A","4.6_ref",13,"053054",31,4,35,4
2339320,2362060,"B","4.7_ref",12,"053054",31,45,76,4
2373350,2380070,"A","4.8_ref",7,"053054",5,6,11,4
2396150,2410920,"B","4.9_ref",2,"053054",7,27,34,4
2428800,2447040,"A","4.10_ref",9,"053054",42,8,50,4
2466000,2495160,"B","4.11_ref",14,"053054",36,27,63,4
2520520,2532490,"A","4.12_ref",5,"053054",19,7,26,4
2566440,2576460,"B","4.13_ref",8,"053054",13,16,29,4
2588010,2604090,"A","4.14_ref",11,"053054",34,4,38,4
2621800,2632820,"B","4.15_ref",4,"053054",5,25,30,4
2644710,2654490,"A","4.16_ref",3,"053054",12,7,19,4
2659990,2665090,"B","5.1_ref",7,"053054",4,4,8,5
2686640,2700180,"A","5.2_ref",6,"053054",33,4,37,5
2723910,2768410,"B","5.3_ref",11,"053054",43,54,97,5
2786040,2795820,"A","5.4_ref",10,"053054",9,7,16,5
2816910,2830210,"B","5.5_ref",9,"053054",16,9,25,5
2838230,2851370,"A","5.6_ref",4,"053054",28,3,31,5
2860040,2866750,"B","5.7_ref",13,"053054",8,16,24,5
2883110,2894990,"A","5.8_ref",12,"053054",25,4,29,5
2910420,2918070,"B","5.9_ref",1,"053054",5,19,24,5
2940550,2956630,"A","5.10_ref",8,"053054",41,4,45,5
2965040,2974210,"B","5.11_ref",15,"053054",4,21,25,5
2989270,3001460,"A","5.12_ref",14,"053054",32,5,37,5
3018730,3029970,"B","5.13_ref",5,"053054",6,12,18,5
3036660,3052250,"A","5.14_ref",16,"053054",38,3,41,5
3070530,3079400,"B","5.15_ref",3,"053054",11,9,20,5
3088190,3105120,"A","5.16_ref",2,"053054",17,9,26,5
3110000,3116890,"B","6.1_ref",10,"053054",5,6,11,6
3131400,3143240,"A","6.2_ref",11,"053054",27,3,30,6
3155540,3163050,"B","6.3_ref",8,"053054",5,16,21,6
3172630,3178110,"A","6.4_ref",7,"053054",6,3,9,6
3188390,3195900,"B","6.5_ref",4,"053054",4,17,21,6
3208550,3215690,"A","6.6_ref",3,"053054",5,5,10,6
3226010,3236620,"B","6.7_ref",14,"053054",4,18,22,6
3248190,3254620,"A","6.8_ref",13,"053054",10,3,13,6
3268890,3276510,"B","6.9_ref",2,"053054",3,15,18,6
3294090,3304780,"A","6.10_ref",9,"053054",20,6,26,6
3330200,3343670,"B","6.11_ref",6,"053054",9,19,28,6
3366530,3374590,"A","6.12_ref",1,"053054",17,4,21,6
3389140,3396960,"B","6.13_ref",16,"053054",3,19,22,6
3403010,3413480,"A","6.14_ref",5,"053054",11,11,22,6
3419090,3430870,"B","6.15_ref",12,"053054",4,25,29,6
3439400,3446680,"A","6.16_ref",15,"053054",13,4,17,6
6600,57060,"B","1.1_ref",9,"055056",49,82,131,1
111250,146340,"A","1.2_ref",6,"055056",64,25,89,1
179230,228170,"B","1.3_ref",15,"055056",51,98,149,1
253860,290740,"A","1.4_ref",14,"055056",81,23,104,1
312780,344360,"B","1.5_ref",13,"055056",14,71,85,1
380180,427650,"A","1.6_ref",16,"055056",97,41,138,1
494710,532350,"B","1.7_ref",11,"055056",40,71,111,1
563150,668980,"A","1.8_ref",8,"055056",204,96,300,1
687960,724380,"B","1.9_ref",3,"055056",45,67,112,1
742420,827260,"A","1.10_ref",10,"055056",158,72,230,1
847730,926580,"B","1.11_ref",5,"055056",85,144,229,1
943180,975910,"A","1.12_ref",4,"055056",66,30,96,1
1013200,1085940,"B","1.13_ref",7,"055056",70,147,217,1
1108050,1140070,"A","1.14_ref",2,"055056",67,12,79,1
1164000,1198670,"B","1.15_ref",1,"055056",19,74,93,1
1213080,1252090,"A","1.16_ref",12,"055056",81,27,108,1
1288920,1324010,"B","2.1_ref",14,"055056",31,71,102,2
1341070,1355740,"A","2.2_ref",9,"055056",17,8,25,2
1387500,1429790,"B","2.3_ref",16,"055056",15,90,105,2
1441930,1450100,"A","2.4_ref",3,"055056",6,10,16,2
1466640,1488090,"B","2.5_ref",10,"055056",10,40,50,2
1513700,1534420,"A","2.6_ref",11,"055056",46,11,57,2
1560120,1577090,"B","2.7_ref",12,"055056",6,34,40,2
1655280,1690920,"A","2.8_ref",7,"055056",36,42,78,2
1718920,1735900,"B","2.9_ref",6,"055056",14,25,39,2
1769570,1789060,"A","2.10_ref",13,"055056",36,13,49,2
1798870,1828400,"B","2.11_ref",2,"055056",7,64,71,2
1859330,1877650,"A","2.12_ref",15,"055056",34,6,40,2
1892240,1919120,"B","2.13_ref",8,"055056",33,59,92,2
1938960,1964540,"A","2.14_ref",1,"055056",45,10,55,2
1977170,1986470,"B","2.15_ref",4,"055056",15,16,31,2
2015370,2028470,"A","2.16_ref",5,"055056",21,13,34,2
2039460,2057540,"B","3.1_ref",9,"055056",27,22,49,3
2072970,2082490,"A","3.2_ref",10,"055056",7,8,15,3
2131570,2144400,"B","3.3_ref",15,"055056",16,24,40,3
2160160,2173390,"A","3.4_ref",12,"055056",20,9,29,3
2207460,2223880,"B","3.5_ref",1,"055056",18,28,46,3
2254270,2262650,"A","3.6_ref",4,"055056",4,11,15,3
2321230,2336830,"B","3.7_ref",7,"055056",11,26,37,3
2352990,2376340,"A","3.8_ref",16,"055056",47,9,56,3
2404500,2422050,"B","3.9_ref",13,"055056",24,30,54,3
2516700,2526580,"A","3.10_ref",2,"055056",12,14,26,3
2549880,2569810,"B","3.11_ref",11,"055056",29,33,62,3
2583330,2594960,"A","3.12_ref",6,"055056",17,9,26,3
2608110,2617010,"B","3.13_ref",5,"055056",9,7,16,3
2637150,2653870,"A","3.14_ref",8,"055056",27,9,36,3
2677410,2683560,"B","3.15_ref",3,"055056",11,3,14,3
2697730,2712990,"A","3.16_ref",14,"055056",21,12,33,3
2728230,2737170,"B","4.1_ref",10,"055056",15,10,25,4
2777050,2792000,"A","4.2_ref",15,"055056",30,10,40,4
2836050,2845730,"B","4.3_ref",6,"055056",13,11,24,4
2885810,2893520,"A","4.4_ref",1,"055056",10,7,17,4
2919580,2945040,"B","4.5_ref",16,"055056",15,51,66,4
2957590,2962360,"A","4.6_ref",13,"055056",7,5,12,4
2985400,2997290,"B","4.7_ref",12,"055056",17,7,24,4
3016750,3033990,"A","4.8_ref",7,"055056",17,6,23,4
3048760,3057910,"B","4.9_ref",2,"055056",4,13,17,4
3070540,3081190,"A","4.10_ref",9,"055056",15,15,30,4
3134950,3146640,"B","4.11_ref",14,"055056",10,25,35,4
3219540,3227690,"A","4.12_ref",5,"055056",6,9,15,4
3278810,3296500,"B","4.13_ref",8,"055056",21,36,57,4
3315140,3325920,"A","4.14_ref",11,"055056",18,7,25,4
3350250,3359650,"B","4.15_ref",4,"055056",7,4,11,4
3409400,3415570,"A","4.16_ref",3,"055056",5,7,12,4
3426700,3443620,"B","5.1_ref",7,"055056",25,35,60,5
3479300,3489730,"A","5.2_ref",6,"055056",17,7,24,5
3540580,3556600,"B","5.3_ref",11,"055056",11,27,38,5
3582820,3590730,"A","5.4_ref",10,"055056",3,10,13,5
3619370,3628740,"B","5.5_ref",9,"055056",9,11,20,5
3643130,3650760,"A","5.6_ref",4,"055056",4,10,14,5
3681870,3688880,"B","5.7_ref",13,"055056",8,6,14,5
3767930,3779050,"A","5.8_ref",12,"055056",4,8,12,5
3798120,3808780,"B","5.9_ref",1,"055056",7,14,21,5
3823190,3831500,"A","5.10_ref",8,"055056",18,5,23,5
3849170,3860250,"B","5.11_ref",15,"055056",8,21,29,5
3898050,3908410,"A","5.12_ref",14,"055056",17,10,27,5
3969110,3976760,"B","5.13_ref",5,"055056",5,3,8,5
4007710,4027820,"A","5.14_ref",16,"055056",19,10,29,5
4055440,4061000,"B","5.15_ref",3,"055056",7,3,10,5
4074550,4085440,"A","5.16_ref",2,"055056",6,17,23,5
4092990,4106470,"B","6.1_ref",10,"055056",12,4,16,6
4128010,4157740,"A","6.2_ref",11,"055056",56,29,85,6
4172190,4185880,"B","6.3_ref",8,"055056",8,22,30,6
4199830,4210520,"A","6.4_ref",7,"055056",18,7,25,6
4232770,4240640,"B","6.5_ref",4,"055056",9,4,13,6
4264770,4272660,"A","6.6_ref",3,"055056",5,11,16,6
4285100,4297750,"B","6.7_ref",14,"055056",9,24,33,6
4309980,4315430,"A","6.8_ref",13,"055056",4,6,10,6
4325470,4331310,"B","6.9_ref",2,"055056",5,8,13,6
4362580,4371960,"A","6.10_ref",9,"055056",4,9,13,6
4404500,4414670,"B","6.11_ref",6,"055056",14,9,23,6
4448610,4455600,"A","6.12_ref",1,"055056",4,6,10,6
4472160,4484500,"B","6.13_ref",16,"055056",8,22,30,6
4499770,4507790,"A","6.14_ref",5,"055056",10,13,23,6
4526700,4535160,"B","6.15_ref",12,"055056",4,5,9,6
4562290,4571810,"A","6.16_ref",15,"055056",15,9,24,6
2520,59030,"B","1.1_ref",9,"057058",82,118,200,1
92110,110790,"A","1.2_ref",6,"057058",49,40,89,1
140340,151200,"B","1.3_ref",15,"057058",14,19,33,1
171980,186230,"A","1.4_ref",14,"057058",36,23,59,1
202510,213070,"B","1.5_ref",13,"057058",18,24,42,1
239320,293180,"A","1.6_ref",16,"057058",136,49,185,1
308850,323850,"B","1.7_ref",11,"057058",21,36,57,1
336770,358800,"A","1.8_ref",8,"057058",66,22,88,1
385460,395510,"B","1.9_ref",3,"057058",11,26,37,1
405900,426900,"A","1.10_ref",10,"057058",60,38,98,1
435150,471800,"B","1.11_ref",5,"057058",61,66,127,1
482890,503880,"A","1.12_ref",4,"057058",56,27,83,1
520440,536410,"B","1.13_ref",7,"057058",24,37,61,1
547100,563570,"A","1.14_ref",2,"057058",43,20,63,1
573600,589090,"B","1.15_ref",1,"057058",29,35,64,1
598010,623280,"A","1.16_ref",12,"057058",65,29,94,1
632730,641530,"B","2.1_ref",14,"057058",14,14,28,2
647160,666550,"A","2.2_ref",9,"057058",48,13,61,2
682260,696620,"B","2.3_ref",16,"057058",25,32,57,2
716260,723960,"A","2.4_ref",3,"057058",19,8,27,2
744920,751780,"B","2.5_ref",10,"057058",11,15,26,2
767820,779090,"A","2.6_ref",11,"057058",30,8,38,2
788540,797130,"B","2.7_ref",12,"057058",11,20,31,2
818240,828860,"A","2.8_ref",7,"057058",25,7,32,2
840900,850150,"B","2.9_ref",6,"057058",21,18,39,2
868810,879380,"A","2.10_ref",13,"057058",24,11,35,2
889150,901840,"B","2.11_ref",2,"057058",23,26,49,2
919770,934580,"A","2.12_ref",15,"057058",45,27,72,2
943810,963830,"B","2.13_ref",8,"057058",24,53,77,2
974030,988320,"A","2.14_ref",1,"057058",40,11,51,2
1023220,1031060,"B","2.15_ref",4,"057058",15,21,36,2
1041330,1075120,"A","2.16_ref",5,"057058",83,35,118,2
1092840,1130860,"B","3.1_ref",9,"057058",37,76,113,3
1137380,1150750,"A","3.2_ref",10,"057058",36,19,55,3
1164550,1171620,"B","3.3_ref",15,"057058",13,17,30,3
1177180,1186210,"A","3.4_ref",12,"057058",24,7,31,3
1201790,1209900,"B","3.5_ref",1,"057058",13,17,30,3
1222100,1231840,"A","3.6_ref",4,"057058",24,8,32,3
1244930,1255330,"B","3.7_ref",7,"057058",11,22,33,3
1263030,1282380,"A","3.8_ref",16,"057058",54,21,75,3
1292120,1300660,"B","3.9_ref",13,"057058",8,18,26,3
1310810,1322220,"A","3.10_ref",2,"057058",35,10,45,3
1333860,1345760,"B","3.11_ref",11,"057058",11,26,37,3
1358900,1366980,"A","3.12_ref",6,"057058",18,18,36,3
1377790,1387380,"B","3.13_ref",5,"057058",11,21,32,3
1399110,1409600,"A","3.14_ref",8,"057058",26,12,38,3
1421300,1428420,"B","3.15_ref",3,"057058",9,14,23,3
1434330,1444840,"A","3.16_ref",14,"057058",20,16,36,3
1477550,1483530,"B","4.1_ref",10,"057058",11,7,18,4
1494830,1503930,"A","4.2_ref",15,"057058",26,9,35,4
1511840,1518940,"B","4.3_ref",6,"057058",6,11,17,4
1529800,1537840,"A","4.4_ref",1,"057058",24,9,33,4
1550460,1559960,"B","4.5_ref",16,"057058",9,24,33,4
1584410,1594110,"A","4.6_ref",13,"057058",23,5,28,4
1621370,1625230,"B","4.7_ref",12,"057058",6,9,15,4
1639530,1674860,"A","4.8_ref",7,"057058",96,46,142,4
1684770,1693380,"B","4.9_ref",2,"057058",4,13,17,4
1705610,1719130,"A","4.10_ref",9,"057058",32,8,40,4
1729780,1739410,"B","4.11_ref",14,"057058",7,16,23,4
1756860,1790000,"A","4.12_ref",5,"057058",75,51,126,4
1799530,1807200,"B","4.13_ref",8,"057058",3,9,12,4
1820710,1831570,"A","4.14_ref",11,"057058",23,7,30,4
1853600,1858690,"B","4.15_ref",4,"057058",6,6,12,4
1877360,1881530,"A","4.16_ref",3,"057058",8,7,15,4
1903960,1909520,"B","5.1_ref",7,"057058",7,11,18,5
1926090,1932900,"A","5.2_ref",6,"057058",18,9,27,5
1939960,1947150,"B","5.3_ref",11,"057058",5,12,17,5
1963620,1968590,"A","5.4_ref",10,"057058",10,5,15,5
1996100,2004620,"B","5.5_ref",9,"057058",13,22,35,5
2021510,2027940,"A","5.6_ref",4,"057058",15,8,23,5
2043530,2048840,"B","5.7_ref",13,"057058",9,12,21,5
2056270,2063410,"A","5.8_ref",12,"057058",17,5,22,5
2079070,2091300,"B","5.9_ref",1,"057058",11,21,32,5
2109260,2118040,"A","5.10_ref",8,"057058",26,12,38,5
2127690,2136610,"B","5.11_ref",15,"057058",13,19,32,5
2171820,2179630,"A","5.12_ref",14,"057058",18,10,28,5
2189230,2203660,"B","5.13_ref",5,"057058",19,27,46,5
2226870,2238940,"A","5.14_ref",16,"057058",32,18,50,5
2257490,2261420,"B","5.15_ref",3,"057058",3,8,11,5
2269640,2283890,"A","5.16_ref",2,"057058",42,22,64,5
2297310,2304320,"B","6.1_ref",10,"057058",3,5,8,6
2313160,2324840,"A","6.2_ref",11,"057058",21,13,34,6
2340190,2346790,"B","6.3_ref",8,"057058",5,6,11,6
2356110,2362690,"A","6.4_ref",7,"057058",11,5,16,6
2385410,2390000,"B","6.5_ref",4,"057058",4,6,10,6
2398640,2403090,"A","6.6_ref",3,"057058",7,3,10,6
2413120,2420380,"B","6.7_ref",14,"057058",2,9,11,6
2434090,2440950,"A","6.8_ref",13,"057058",16,5,21,6
2452670,2458060,"B","6.9_ref",2,"057058",4,9,13,6
2490740,2503110,"A","6.10_ref",9,"057058",28,6,34,6
2530150,2533560,"B","6.11_ref",6,"057058",5,8,13,6
2542870,2550560,"A","6.12_ref",1,"057058",17,4,21,6
2563670,2575660,"B","6.13_ref",16,"057058",20,28,48,6
2586950,2594660,"A","6.14_ref",5,"057058",13,9,22,6
2612320,2617990,"B","6.15_ref",12,"057058",4,6,10,6
2627420,2633510,"A","6.16_ref",15,"057058",14,4,18,6
4120,34150,"B","1.1_ref",9,"063064",22,58,80,1
74340,120450,"A","1.2_ref",6,"063064",78,44,122,1
173030,195230,"B","1.3_ref",15,"063064",12,40,52,1
219690,243970,"A","1.4_ref",14,"063064",46,21,67,1
255930,282620,"B","1.5_ref",13,"063064",18,59,77,1
333540,371870,"A","1.6_ref",16,"063064",86,12,98,1
419370,445390,"B","1.7_ref",11,"063064",14,51,65,1
462100,495490,"A","1.8_ref",8,"063064",73,7,80,1
513750,533840,"B","1.9_ref",3,"063064",6,47,53,1
552000,586940,"A","1.10_ref",10,"063064",70,8,78,1
597750,630550,"B","1.11_ref",5,"063064",30,74,104,1
643670,663000,"A","1.12_ref",4,"063064",38,26,64,1
677220,696890,"B","1.13_ref",7,"063064",11,40,51,1
712450,740880,"A","1.14_ref",2,"063064",64,6,70,1
753230,774020,"B","1.15_ref",1,"063064",7,47,54,1
791250,819850,"A","1.16_ref",12,"063064",66,12,78,1
833180,858930,"B","2.1_ref",14,"063064",11,48,59,2
878310,890840,"A","2.2_ref",9,"063064",27,11,38,2
909860,922380,"B","2.3_ref",16,"063064",9,18,27,2
931530,944460,"A","2.4_ref",3,"063064",32,4,36,2
956480,976060,"B","2.5_ref",10,"063064",7,49,56,2
991170,1008880,"A","2.6_ref",11,"063064",41,4,45,2
1018230,1033990,"B","2.7_ref",12,"063064",8,36,44,2
1083580,1102040,"A","2.8_ref",7,"063064",46,6,52,2
1109360,1122450,"B","2.9_ref",6,"063064",4,29,33,2
1135720,1147980,"A","2.10_ref",13,"063064",25,6,31,2
1155040,1174460,"B","2.11_ref",2,"063064",6,45,51,2
1189370,1206430,"A","2.12_ref",15,"063064",38,4,42,2
1222930,1241200,"B","2.13_ref",8,"063064",11,40,51,2
1263010,1275190,"A","2.14_ref",1,"063064",32,4,36,2
1285200,1294460,"B","2.15_ref",4,"063064",10,10,20,2
1311250,1326520,"A","2.16_ref",5,"063064",16,7,23,2
1341520,1358250,"B","3.1_ref",9,"063064",8,32,40,3
1371860,1383870,"A","3.2_ref",10,"063064",23,4,27,3
1404350,1418230,"B","3.3_ref",15,"063064",8,32,40,3
1443670,1455130,"A","3.4_ref",12,"063064",28,6,34,3
1464570,1476000,"B","3.5_ref",1,"063064",8,30,38,3
1492490,1500130,"A","3.6_ref",4,"063064",9,4,13,3
1516870,1530290,"B","3.7_ref",7,"063064",3,34,37,3
1543270,1562570,"A","3.8_ref",16,"063064",8,15,23,3
1585090,1591660,"B","3.9_ref",13,"063064",3,7,10,3
1611450,1621710,"A","3.10_ref",2,"063064",13,4,17,3
1640880,1655900,"B","3.11_ref",11,"063064",4,34,38,3
1670230,1685430,"A","3.12_ref",6,"063064",22,11,33,3
1710980,1719390,"B","3.13_ref",5,"063064",3,10,13,3
1734220,1759270,"A","3.14_ref",8,"063064",49,13,62,3
1778290,1788090,"B","3.15_ref",3,"063064",6,18,24,3
1796190,1806010,"A","3.16_ref",14,"063064",23,4,27,3
1819860,1842340,"B","4.1_ref",10,"063064",17,42,59,4
1854670,1866030,"A","4.2_ref",15,"063064",18,11,29,4
1878660,1894510,"B","4.3_ref",6,"063064",5,28,33,4
1935410,1947120,"A","4.4_ref",1,"063064",25,3,28,4
1959320,1966600,"B","4.5_ref",16,"063064",2,8,10,4
1982660,1988300,"A","4.6_ref",13,"063064",7,5,12,4
1999130,2009610,"B","4.7_ref",12,"063064",2,25,27,4
2024980,2040610,"A","4.8_ref",7,"063064",31,6,37,4
2051440,2065660,"B","4.9_ref",2,"063064",4,30,34,4
2091290,2102520,"A","4.10_ref",9,"063064",20,4,24,4
2126060,2139420,"B","4.11_ref",14,"063064",2,30,32,4
2161180,2168210,"A","4.12_ref",5,"063064",9,5,14,4
2209660,2221040,"B","4.13_ref",8,"063064",2,30,32,4
2237850,2251050,"A","4.14_ref",11,"063064",26,4,30,4
2261070,2268620,"B","4.15_ref",4,"063064",4,6,10,4
2291340,2298190,"A","4.16_ref",3,"063064",9,4,13,4
2304290,2313870,"B","5.1_ref",7,"063064",1,21,22,5
2335600,2347490,"A","5.2_ref",6,"063064",26,5,31,5
2356880,2373780,"B","5.3_ref",11,"063064",2,29,31,5
2396280,2404810,"A","5.4_ref",10,"063064",3,5,8,5
2433830,2448160,"B","5.5_ref",9,"063064",6,33,39,5
2486580,2493270,"A","5.6_ref",4,"063064",4,4,8,5
2513550,2519120,"B","5.7_ref",13,"063064",3,7,10,5
2536430,2546180,"A","5.8_ref",12,"063064",15,5,20,5
2557000,2576120,"B","5.9_ref",1,"063064",7,39,46,5
2593860,2607540,"A","5.10_ref",8,"063064",28,5,33,5
2623390,2634180,"B","5.11_ref",15,"063064",3,26,29,5
2656810,2667100,"A","5.12_ref",14,"063064",24,6,30,5
2676480,2683830,"B","5.13_ref",5,"063064",6,8,14,5
2694440,2704530,"A","5.14_ref",16,"063064",4,4,8,5
2728810,2737490,"B","5.15_ref",3,"063064",3,7,10,5
2763370,2773010,"A","5.16_ref",2,"063064",9,7,16,5
2778370,2787440,"B","6.1_ref",10,"063064",3,5,8,6
2801700,2828660,"A","6.2_ref",11,"063064",55,14,69,6
2844310,2860320,"B","6.3_ref",8,"063064",7,32,39,6
2882470,2896870,"A","6.4_ref",7,"063064",28,3,31,6
2912860,2920730,"B","6.5_ref",4,"063064",4,5,9,6
2947060,2954960,"A","6.6_ref",3,"063064",6,7,13,6
2968920,2978890,"B","6.7_ref",14,"063064",3,21,24,6
2990880,2996660,"A","6.8_ref",13,"063064",6,4,10,6
3010860,3019380,"B","6.9_ref",2,"063064",1,14,15,6
3030540,3038180,"A","6.10_ref",9,"063064",12,3,15,6
3057200,3066730,"B","6.11_ref",6,"063064",2,22,24,6
3094880,3105320,"A","6.12_ref",1,"063064",27,3,30,6
3115290,3123830,"B","6.13_ref",16,"063064",4,6,10,6
3134400,3140300,"A","6.14_ref",5,"063064",7,2,9,6
3146810,3158580,"B","6.15_ref",12,"063064",2,27,29,6
3172550,3181370,"A","6.16_ref",15,"063064",9,4,13,6
51590,113280,"B","1.1_ref",9,"065066",91,38,129,1
140210,163260,"A","1.2_ref",6,"065066",24,30,54,1
186270,203040,"B","1.3_ref",15,"065066",26,25,51,1
216090,229370,"A","1.4_ref",14,"065066",19,12,31,1
331400,345840,"B","1.5_ref",13,"065066",18,34,52,1
357470,378010,"A","1.6_ref",16,"065066",45,34,79,1
397680,420010,"B","1.7_ref",11,"065066",30,51,81,1
434580,465260,"A","1.8_ref",8,"065066",50,37,87,1
488330,498080,"B","1.9_ref",3,"065066",8,21,29,1
503170,561950,"A","1.10_ref",10,"065066",96,54,150,1
576950,591100,"B","1.11_ref",5,"065066",13,34,47,1
607050,645720,"A","1.12_ref",4,"065066",76,27,103,1
654210,665520,"B","1.13_ref",7,"065066",13,29,42,1
670820,685570,"A","1.14_ref",2,"065066",32,3,35,1
690240,720610,"B","1.15_ref",1,"065066",31,73,104,1
726560,763870,"A","1.16_ref",12,"065066",80,27,107,1
775230,785800,"B","2.1_ref",14,"065066",8,26,34,2
790050,802600,"A","2.2_ref",9,"065066",26,10,36,2
816310,847010,"B","2.3_ref",16,"065066",30,69,99,2
855180,863710,"A","2.4_ref",3,"065066",10,11,21,2
870560,884140,"B","2.5_ref",10,"065066",13,31,44,2
895050,903690,"A","2.6_ref",11,"065066",19,4,23,2
911260,920520,"B","2.7_ref",12,"065066",8,15,23,2
930660,937590,"A","2.8_ref",7,"065066",14,10,24,2
947850,956410,"B","2.9_ref",6,"065066",8,11,19,2
962390,975930,"A","2.10_ref",13,"065066",28,18,46,2
982350,991800,"B","2.11_ref",2,"065066",8,15,23,2
996940,1005400,"A","2.12_ref",15,"065066",10,5,15,2
1009830,1022210,"B","2.13_ref",8,"065066",9,32,41,2
1026690,1033340,"A","2.14_ref",1,"065066",5,2,7,2
1050940,1063830,"B","2.15_ref",4,"065066",15,21,36,2
1071700,1089760,"A","2.16_ref",5,"065066",30,23,53,2
1101330,1112200,"B","3.1_ref",9,"065066",5,31,36,3
1116750,1125280,"A","3.2_ref",10,"065066",5,8,13,3
1146690,1153030,"B","3.3_ref",15,"065066",5,5,10,3
1157230,1164480,"A","3.4_ref",12,"065066",6,2,8,3
1185360,1202600,"B","3.5_ref",1,"065066",14,37,51,3
1208650,1226310,"A","3.6_ref",4,"065066",30,31,61,3
1234210,1241690,"B","3.7_ref",7,"065066",3,17,20,3
1249430,1256010,"A","3.8_ref",16,"065066",13,5,18,3
1267680,1273780,"B","3.9_ref",13,"065066",6,8,14,3
1291320,1297440,"A","3.10_ref",2,"065066",16,2,18,3
1311770,1318370,"B","3.11_ref",11,"065066",6,20,26,3
1324740,1329350,"A","3.12_ref",6,"065066",5,1,6,3
1346940,1358030,"B","3.13_ref",5,"065066",4,23,27,3
1363540,1372820,"A","3.14_ref",8,"065066",4,7,11,3
1396130,1401390,"B","3.15_ref",3,"065066",3,12,15,3
1428890,1439090,"A","3.16_ref",14,"065066",10,7,17,3
1466000,1478500,"B","4.1_ref",10,"065066",11,9,20,4
1491680,1499400,"A","4.2_ref",15,"065066",6,6,12,4
1509550,1514510,"B","4.3_ref",6,"065066",2,4,6,4
1523350,1529400,"A","4.4_ref",1,"065066",3,2,5,4
1533880,1546300,"B","4.5_ref",16,"065066",12,15,27,4
1552590,1557170,"A","4.6_ref",13,"065066",6,1,7,4
1576270,1582180,"B","4.7_ref",12,"065066",6,17,23,4
1600210,1605810,"A","4.8_ref",7,"065066",10,4,14,4
1615940,1623400,"B","4.9_ref",2,"065066",6,16,22,4
1627550,1637060,"A","4.10_ref",9,"065066",21,7,28,4
1644320,1650300,"B","4.11_ref",14,"065066",3,8,11,4
1658260,1671860,"A","4.12_ref",5,"065066",11,5,16,4
1683850,1690190,"B","4.13_ref",8,"065066",3,12,15,4
1696310,1704200,"A","4.14_ref",11,"065066",15,2,17,4
1713440,1724580,"B","4.15_ref",4,"065066",11,20,31,4
1731110,1737280,"A","4.16_ref",3,"065066",10,2,12,4
1744840,1752650,"B","5.1_ref",7,"065066",4,10,14,5
1757400,1763460,"A","5.2_ref",6,"065066",5,2,7,5
1778470,1786270,"B","5.3_ref",11,"065066",3,18,21,5
1805740,1811250,"A","5.4_ref",10,"065066",6,5,11,5
1827620,1835040,"B","5.5_ref",9,"065066",4,18,22,5
1841450,1848010,"A","5.6_ref",4,"065066",10,2,12,5
1854880,1860940,"B","5.7_ref",13,"065066",6,13,19,5
1865350,1870360,"A","5.8_ref",12,"065066",4,1,5,5
1880610,1892460,"B","5.9_ref",1,"065066",7,11,18,5
