"StartTime","EndTime","director","trial","target","pair","range1","range2","f0sum","round"
1292120,1300660,"B","3.9_ref",13,"057058",0.1831,0.146439,0.329539,3
1310810,1322220,"A","3.10_ref",2,"057058",0.151176,0.126894,0.27807,3
1333860,1345760,"B","3.11_ref",11,"057058",0.143275,0.151787,0.295062,3
1358900,1366980,"A","3.12_ref",6,"057058",0.15113,0.170193,0.321323,3
1377790,1387380,"B","3.13_ref",5,"057058",0.089325,0.160828,0.250153,3
1399110,1409600,"A","3.14_ref",8,"057058",0.164649,0.197718,0.362367,3
1421300,1428420,"B","3.15_ref",3,"057058",0.112283,0.123116,0.235399,3
1434330,1444840,"A","3.16_ref",14,"057058",0.190415,0.120323,0.310738,3
1477550,1483530,"B","4.1_ref",10,"057058",0.153305,0.274282,0.427587,4
1494830,1503930,"A","4.2_ref",15,"057058",0.154852,0.172876,0.327728,4
1511840,1518940,"B","4.3_ref",6,"057058",0.127979,0.161266,0.289245,4
1529800,1537840,"A","4.4_ref",1,"057058",0.171095,0.145716,0.316811,4
1550460,1559960,"B","4.5_ref",16,"057058",0.110456,0.139522,0.249978,4
1584410,1594110,"A","4.6_ref",13,"057058",0.110124,0.090706,0.20083,4
1621370,1625230,"B","4.7_ref",12,"057058",0.142274,0.199935,0.342209,4
1639530,1674860,"A","4.8_ref",7,"057058",0.178613,0.16741,0.346023,4
1684770,1693380,"B","4.9_ref",2,"057058",0.109134,0.104797,0.213931,4
1705610,1719130,"A","4.10_ref",9,"057058",0.168182,0.097264,0.265446,4
1729780,1739410,"B","4.11_ref",14,"057058",0.117518,0.14486,0.262378,4
1756860,1790000,"A","4.12_ref",5,"057058",0.164442,0.189908,0.35435,4
1799530,1807200,"B","4.13_ref",8,"057058",0.074639,0.11763,0.192269,4
1820710,1831570,"A","4.14_ref",11,"057058",0.107733,0.120368,0.228101,4
1853600,1858690,"B","4.15_ref",4,"057058",0.072706,0.171386,0.244092,4
1877360,1881530,"A","4.16_ref",3,"057058",0.08989,0.176153,0.266043,4
1903960,1909520,"B","5.1_ref",7,"057058",0.086523,0.11511,0.201633,5
1926090,1932900,"A","5.2_ref",6,"057058",0.195997,0.220283,0.41628,5
1939960,1947150,"B","5.3_ref",11,"057058",0.090218,0.104264,0.194482,5
1963620,1968590,"A","5.4_ref",10,"057058",0.153443,0.144418,0.297861,5
1996100,2004620,"B","5.5_ref",9,"057058",0.218357,0.147231,0.365588,5
2021510,2027940,"A","5.6_ref",4,"057058",0.132324,0.14709,0.279414,5
2043530,2048840,"B","5.7_ref",13,"057058",0.131032,0.187875,0.318907,5
2056270,2063410,"A","5.8_ref",12,"057058",0.173511,0.145281,0.318792,5
2079070,2091300,"B","5.9_ref",1,"057058",0.125254,0.139469,0.264723,5
2109260,2118040,"A","5.10_ref",8,"057058",0.12536,0.248513,0.373873,5
2127690,2136610,"B","5.11_ref",15,"057058",0.070331,0.197077,0.267408,5
2171820,2179630,"A","5.12_ref",14,"057058",0.186936,0.171118,0.358054,5
2189230,2203660,"B","5.13_ref",5,"057058",0.125379,0.156506,0.281885,5
2226870,2238940,"A","5.14_ref",16,"057058",0.186459,0.140667,0.327126,5
2257490,2261420,"B","5.15_ref",3,"057058",0.122369,0.126595,0.248964,5
2269640,2283890,"A","5.16_ref",2,"057058",0.180572,0.170981,0.351553,5
2297310,2304320,"B","6.1_ref",10,"057058",0.01676,0.048866,0.065626,6
2313160,2324840,"A","6.2_ref",11,"057058",0.208636,0.092678,0.301314,6
2340190,2346790,"B","6.3_ref",8,"057058",0.042558,0.179521,0.222079,6
2356110,2362690,"A","6.4_ref",7,"057058",0.179666,0.159373,0.339039,6
2385410,2390000,"B","6.5_ref",4,"057058",0.044479,0.074598,0.119077,6
2398640,2403090,"A","6.6_ref",3,"057058",0.175935,0.082088,0.258023,6
2413120,2420380,"B","6.7_ref",14,"057058",0.095837,0.108483,0.20432,6
2434090,2440950,"A","6.8_ref",13,"057058",0.160859,0.161139,0.321998,6
2452670,2458060,"B","6.9_ref",2,"057058",0.043926,0.139683,0.183609,6
2490740,2503110,"A","6.10_ref",9,"057058",0.191324,0.128091,0.319415,6
2530150,2533560,"B","6.11_ref",6,"057058",0.099938,0.130357,0.230295,6
2542870,2550560,"A","6.12_ref",1,"057058",0.117573,0.159052,0.276625,6
2563670,2575660,"B","6.13_ref",16,"057058",0.165329,0.176992,0.342321,6
2586950,2594660,"A","6.14_ref",5,"057058",0.220154,0.135241,0.355395,6
2612320,2617990,"B","6.15_ref",12,"057058",0.186285,0.094354,0.280639,6
2627420,2633510,"A","6.16_ref",15,"057058",0.176893,0.215703,0.392596,6
4120,34150,"B","1.1_ref",9,"063064",0.071447,0.129399,0.200846,1
74340,120450,"A","1.2_ref",6,"063064",0.11785,0.104704,0.222554,1
173030,195230,"B","1.3_ref",15,"063064",0.034951,0.105169,0.14012,1
219690,243970,"A","1.4_ref",14,"063064",0.098378,0.164912,0.26329,1
255930,282620,"B","1.5_ref",13,"063064",0.244338,0.084329,0.328667,1
333540,371870,"A","1.6_ref",16,"063064",0.112535,0.081961,0.194496,1
419370,445390,"B","1.7_ref",11,"063064",0.101266,0.107839,0.209105,1
462100,495490,"A","1.8_ref",8,"063064",0.099183,0.094439,0.193622,1
513750,533840,"B","1.9_ref",3,"063064",0.070472,0.096288,0.16676,1
552000,586940,"A","1.10_ref",10,"063064",0.074206,0.063351,0.137557,1
597750,630550,"B","1.11_ref",5,"063064",0.068493,0.094863,0.163356,1
643670,663000,"A","1.12_ref",4,"063064",0.120395,0.217909,0.338304,1
677220,696890,"B","1.13_ref",7,"063064",0.069003,0.098771,0.167774,1
712450,740880,"A","1.14_ref",2,"063064",0.097569,0.159665,0.257234,1
753230,774020,"B","1.15_ref",1,"063064",0.159659,0.077738,0.237397,1
791250,819850,"A","1.16_ref",12,"063064",0.090296,0.088135,0.178431,1
833180,858930,"B","2.1_ref",14,"063064",0.040896,0.083904,0.1248,2
878310,890840,"A","2.2_ref",9,"063064",0.065994,0.053721,0.119715,2
909860,922380,"B","2.3_ref",16,"063064",0.053862,0.082403,0.136265,2
931530,944460,"A","2.4_ref",3,"063064",0.101662,0.138725,0.240387,2
956480,976060,"B","2.5_ref",10,"063064",0.055148,0.077562,0.13271,2
991170,1008880,"A","2.6_ref",11,"063064",0.0963,0.065464,0.161764,2
1018230,1033990,"B","2.7_ref",12,"063064",0.055972,0.28919,0.345162,2
1083580,1102040,"A","2.8_ref",7,"063064",0.065177,0.11781,0.182987,2
1109360,1122450,"B","2.9_ref",6,"063064",0.065152,0.104324,0.169476,2
1135720,1147980,"A","2.10_ref",13,"063064",0.048209,0.072143,0.120352,2
1155040,1174460,"B","2.11_ref",2,"063064",0.079844,0.097674,0.177518,2
1189370,1206430,"A","2.12_ref",15,"063064",0.080674,0.082904,0.163578,2
1222930,1241200,"B","2.13_ref",8,"063064",0.093171,0.091226,0.184397,2
1263010,1275190,"A","2.14_ref",1,"063064",0.081851,0.141753,0.223604,2
1285200,1294460,"B","2.15_ref",4,"063064",0.094371,0.098941,0.193312,2
1311250,1326520,"A","2.16_ref",5,"063064",0.07083,0.153156,0.223986,2
1341520,1358250,"B","3.1_ref",9,"063064",0.064057,0.10303,0.167087,3
1371860,1383870,"A","3.2_ref",10,"063064",0.058182,0.114344,0.172526,3
1404350,1418230,"B","3.3_ref",15,"063064",0.035796,0.08902,0.124816,3
1443670,1455130,"A","3.4_ref",12,"063064",0.052746,0.027845,0.080591,3
1464570,1476000,"B","3.5_ref",1,"063064",0.017849,0.107684,0.125533,3
1492490,1500130,"A","3.6_ref",4,"063064",0.055324,0.035376,0.0907,3
1516870,1530290,"B","3.7_ref",7,"063064",0.030507,0.100819,0.131326,3
1543270,1562570,"A","3.8_ref",16,"063064",0.059123,0.106939,0.166062,3
1585090,1591660,"B","3.9_ref",13,"063064",0.012584,0.064837,0.077421,3
1611450,1621710,"A","3.10_ref",2,"063064",0.059331,0.167508,0.226839,3
1640880,1655900,"B","3.11_ref",11,"063064",0.035574,0.12254,0.158114,3
1670230,1685430,"A","3.12_ref",6,"063064",0.061521,0.064939,0.12646,3
1710980,1719390,"B","3.13_ref",5,"063064",0.082,0.061803,0.143803,3
1734220,1759270,"A","3.14_ref",8,"063064",0.087122,0.103559,0.190681,3
1778290,1788090,"B","3.15_ref",3,"063064",0.031143,0.112279,0.143422,3
1796190,1806010,"A","3.16_ref",14,"063064",0.066097,0.160536,0.226633,3
1819860,1842340,"B","4.1_ref",10,"063064",0.183567,0.096541,0.280108,4
1854670,1866030,"A","4.2_ref",15,"063064",0.051052,0.09793,0.148982,4
1878660,1894510,"B","4.3_ref",6,"063064",0.117574,0.08493,0.202504,4
1935410,1947120,"A","4.4_ref",1,"063064",0.07517,0.162242,0.237412,4
1959320,1966600,"B","4.5_ref",16,"063064",0.004723,0.092431,0.097154,4
1982660,1988300,"A","4.6_ref",13,"063064",0.146382,0.118858,0.26524,4
1999130,2009610,"B","4.7_ref",12,"063064",0.053813,0.0955,0.149313,4
2024980,2040610,"A","4.8_ref",7,"063064",0.081994,0.051232,0.133226,4
2051440,2065660,"B","4.9_ref",2,"063064",0.092663,0.084135,0.176798,4
2091290,2102520,"A","4.10_ref",9,"063064",0.077102,0.139801,0.216903,4
2126060,2139420,"B","4.11_ref",14,"063064",0.03819,0.083542,0.121732,4
2161180,2168210,"A","4.12_ref",5,"063064",0.059751,0.132404,0.192155,4
2209660,2221040,"B","4.13_ref",8,"063064",0.017669,0.068894,0.086563,4
2237850,2251050,"A","4.14_ref",11,"063064",0.08008,0.15777,0.23785,4
2261070,2268620,"B","4.15_ref",4,"063064",0.036171,0.141717,0.177888,4
2291340,2298190,"A","4.16_ref",3,"063064",0.096805,0.145116,0.241921,4
2304290,2313870,"B","5.1_ref",7,"063064",0.032761,0.083089,0.11585,5
2335600,2347490,"A","5.2_ref",6,"063064",0.055577,0.158472,0.214049,5
2356880,2373780,"B","5.3_ref",11,"063064",0.046276,0.107062,0.153338,5
2396280,2404810,"A","5.4_ref",10,"063064",0.050318,0.157466,0.207784,5
2433830,2448160,"B","5.5_ref",9,"063064",0.120909,0.120874,0.241783,5
2486580,2493270,"A","5.6_ref",4,"063064",0.051761,0.085039,0.1368,5
2513550,2519120,"B","5.7_ref",13,"063064",0.176088,0.100548,0.276636,5
2536430,2546180,"A","5.8_ref",12,"063064",0.05754,0.086504,0.144044,5
2557000,2576120,"B","5.9_ref",1,"063064",0.129672,0.10304,0.232712,5
2593860,2607540,"A","5.10_ref",8,"063064",0.071408,0.140001,0.211409,5
2623390,2634180,"B","5.11_ref",15,"063064",0.01623,0.095734,0.111964,5
2656810,2667100,"A","5.12_ref",14,"063064",0.062137,0.317297,0.379434,5
2676480,2683830,"B","5.13_ref",5,"063064",0.105281,0.106472,0.211753,5
2694440,2704530,"A","5.14_ref",16,"063064",0.063702,0.153845,0.217547,5
2728810,2737490,"B","5.15_ref",3,"063064",0.044418,0.080744,0.125162,5
2763370,2773010,"A","5.16_ref",2,"063064",0.11545,0.042283,0.157733,5
2778370,2787440,"B","6.1_ref",10,"063064",0.066126,0.121839,0.187965,6
2801700,2828660,"A","6.2_ref",11,"063064",0.081219,0.168797,0.250016,6
2844310,2860320,"B","6.3_ref",8,"063064",0.043924,0.10265,0.146574,6
2882470,2896870,"A","6.4_ref",7,"063064",0.050561,0.164161,0.214722,6
2912860,2920730,"B","6.5_ref",4,"063064",0.009051,0.153679,0.16273,6
2947060,2954960,"A","6.6_ref",3,"063064",0.049758,0.151773,0.201531,6
2968920,2978890,"B","6.7_ref",14,"063064",0.049414,0.09717,0.146584,6
2990880,2996660,"A","6.8_ref",13,"063064",0.048013,0.131504,0.179517,6
3010860,3019380,"B","6.9_ref",2,"063064",0.053927,0.102758,0.156685,6
3030540,3038180,"A","6.10_ref",9,"063064",0.045108,0.135547,0.180655,6
3057200,3066730,"B","6.11_ref",6,"063064",0.013675,0.095766,0.109441,6
3094880,3105320,"A","6.12_ref",1,"063064",0.058583,0.137555,0.196138,6
3115290,3123830,"B","6.13_ref",16,"063064",0.138934,0.111423,0.250357,6
3134400,3140300,"A","6.14_ref",5,"063064",0.068553,0.132498,0.201051,6
3146810,3158580,"B","6.15_ref",12,"063064",0.027586,0.104251,0.131837,6
3172550,3181370,"A","6.16_ref",15,"063064",0.078271,0.068802,0.147073,6
51590,113280,"B","1.1_ref",9,"065066",0.15762,0.088262,0.245882,1
140210,163260,"A","1.2_ref",6,"065066",0.118997,0.100271,0.219268,1
186270,203040,"B","1.3_ref",15,"065066",0.172038,0.08983,0.261868,1
216090,229370,"A","1.4_ref",14,"065066",0.170779,0.077797,0.248576,1
331400,345840,"B","1.5_ref",13,"065066",0.098441,0.088335,0.186776,1
357470,378010,"A","1.6_ref",16,"065066",0.161449,0.098035,0.259484,1
397680,420010,"B","1.7_ref",11,"065066",0.126101,0.114413,0.240514,1
434580,465260,"A","1.8_ref",8,"065066",0.13453,0.103374,0.237904,1
488330,498080,"B","1.9_ref",3,"065066",0.195673,0.0687,0.264373,1
503170,561950,"A","1.10_ref",10,"065066",0.228327,0.079396,0.307723,1
576950,591100,"B","1.11_ref",5,"065066",0.155633,0.343337,0.49897,1
607050,645720,"A","1.12_ref",4,"065066",0.205031,0.158447,0.363478,1
654210,665520,"B","1.13_ref",7,"065066",0.183677,0.150666,0.334343,1
670820,685570,"A","1.14_ref",2,"065066",0.125526,0.081794,0.20732,1
690240,720610,"B","1.15_ref",1,"065066",0.194538,0.089489,0.284027,1
726560,763870,"A","1.16_ref",12,"065066",0.120265,0.308219,0.428484,1
775230,785800,"B","2.1_ref",14,"065066",0.142324,0.126223,0.268547,2
790050,802600,"A","2.2_ref",9,"065066",0.12276,0.047198,0.169958,2
816310,847010,"B","2.3_ref",16,"065066",0.178989,0.152252,0.331241,2
855180,863710,"A","2.4_ref",3,"065066",0.083985,0.078438,0.162423,2
870560,884140,"B","2.5_ref",10,"065066",0.163869,0.073807,0.237676,2
895050,903690,"A","2.6_ref",11,"065066",0.145625,0.06389,0.209515,2
911260,920520,"B","2.7_ref",12,"065066",0.163062,0.0627,0.225762,2
930660,937590,"A","2.8_ref",7,"065066",0.120541,0.093168,0.213709,2
947850,956410,"B","2.9_ref",6,"065066",0.198474,0.054157,0.252631,2
962390,975930,"A","2.10_ref",13,"065066",0.096613,0.09982,0.196433,2
982350,991800,"B","2.11_ref",2,"065066",0.17527,0.072456,0.247726,2
996940,1005400,"A","2.12_ref",15,"065066",0.10031,0.053758,0.154068,2
1009830,1022210,"B","2.13_ref",8,"065066",0.080921,0.084792,0.165713,2
1026690,1033340,"A","2.14_ref",1,"065066",0.114816,0.160264,0.27508,2
1050940,1063830,"B","2.15_ref",4,"065066",0.139057,0.098626,0.237683,2
1071700,1089760,"A","2.16_ref",5,"065066",0.121496,0.03857,0.160066,2
1101330,1112200,"B","3.1_ref",9,"065066",0.166163,0.094494,0.260657,3
1116750,1125280,"A","3.2_ref",10,"065066",0.12574,0.036912,0.162652,3
1146690,1153030,"B","3.3_ref",15,"065066",0.054589,0.052527,0.107116,3
1157230,1164480,"A","3.4_ref",12,"065066",0.02229,0.069302,0.091592,3
1185360,1202600,"B","3.5_ref",1,"065066",0.185581,0.088355,0.273936,3
1208650,1226310,"A","3.6_ref",4,"065066",0.137688,0.075012,0.2127,3
1234210,1241690,"B","3.7_ref",7,"065066",0.152633,0.066671,0.219304,3
1249430,1256010,"A","3.8_ref",16,"065066",0.1136,0.082803,0.196403,3
1267680,1273780,"B","3.9_ref",13,"065066",0.083945,0.043558,0.127503,3
1291320,1297440,"A","3.10_ref",2,"065066",0.050449,0.052878,0.103327,3
1311770,1318370,"B","3.11_ref",11,"065066",0.209969,0.062902,0.272871,3
1324740,1329350,"A","3.12_ref",6,"065066",0.058202,0.0565,0.114702,3
1346940,1358030,"B","3.13_ref",5,"065066",0.169862,0.078033,0.247895,3
1363540,1372820,"A","3.14_ref",8,"065066",0.075576,0.066316,0.141892,3
1396130,1401390,"B","3.15_ref",3,"065066",0.17472,0.058395,0.233115,3
1428890,1439090,"A","3.16_ref",14,"065066",0.128332,0.105081,0.233413,3
1466000,1478500,"B","4.1_ref",10,"065066",0.151102,0.045678,0.19678,4
1491680,1499400,"A","4.2_ref",15,"065066",0.048411,0.06598,0.114391,4
1509550,1514510,"B","4.3_ref",6,"065066",0.230939,0.010154,0.241093,4
1523350,1529400,"A","4.4_ref",1,"065066",0.151702,0.042442,0.194144,4
1533880,1546300,"B","4.5_ref",16,"065066",0.103977,0.086198,0.190175,4
1552590,1557170,"A","4.6_ref",13,"065066",0.155101,0.089957,0.245058,4
1576270,1582180,"B","4.7_ref",12,"065066",0.132556,0.046331,0.178887,4
1600210,1605810,"A","4.8_ref",7,"065066",0.146792,0.096422,0.243214,4
1615940,1623400,"B","4.9_ref",2,"065066",0.162002,0.073304,0.235306,4
1627550,1637060,"A","4.10_ref",9,"065066",0.078723,0.044736,0.123459,4
1644320,1650300,"B","4.11_ref",14,"065066",0.103617,0.051437,0.155054,4
1658260,1671860,"A","4.12_ref",5,"065066",0.125523,0.089387,0.21491,4
1683850,1690190,"B","4.13_ref",8,"065066",0.213058,0.070295,0.283353,4
1696310,1704200,"A","4.14_ref",11,"065066",0.065041,0.053,0.118041,4
1713440,1724580,"B","4.15_ref",4,"065066",0.145317,0.044228,0.189545,4
1731110,1737280,"A","4.16_ref",3,"065066",0.078625,0.043362,0.121987,4
1744840,1752650,"B","5.1_ref",7,"065066",0.03838,0.041746,0.080126,5
1757400,1763460,"A","5.2_ref",6,"065066",0.185694,0.343891,0.529585,5
1778470,1786270,"B","5.3_ref",11,"065066",0.194069,0.048552,0.242621,5
1805740,1811250,"A","5.4_ref",10,"065066",0.14436,0.042304,0.186664,5
1827620,1835040,"B","5.5_ref",9,"065066",0.141465,0.068916,0.210381,5
1841450,1848010,"A","5.6_ref",4,"065066",0.074769,0.058458,0.133227,5
1854880,1860940,"B","5.7_ref",13,"065066",0.168233,0.042962,0.211195,5
1865350,1870360,"A","5.8_ref",12,"065066",0.067185,0.065192,0.132377,5
1880610,1892460,"B","5.9_ref",1,"065066",0.134573,0.060981,0.195554,5
1907500,1913910,"A","5.10_ref",8,"065066",0.106494,0.058218,0.164712,5
1924970,1930490,"B","5.11_ref",15,"065066",0.192842,0.030454,0.223296,5
1939740,1944900,"A","5.12_ref",14,"065066",0.070197,0.055014,0.125211,5
1954980,1962750,"B","5.13_ref",5,"065066",0.05615,0.051258,0.107408,5
1969570,1978820,"A","5.14_ref",16,"065066",0.050273,0.062415,0.112688,5
1991940,2000820,"B","5.15_ref",3,"065066",0.115594,0.032944,0.148538,5
2010040,2017280,"A","5.16_ref",2,"065066",0.065016,0.062869,0.127885,5
2020700,2027960,"B","6.1_ref",10,"065066",0.146579,0.017676,0.164255,6
2036780,2043630,"A","6.2_ref",11,"065066",0.093612,0.051937,0.145549,6
2053760,2059760,"B","6.3_ref",8,"065066",0.076416,0.01688,0.093296,6
2069020,2073980,"A","6.4_ref",7,"065066",0.166545,0.050406,0.216951,6
2083080,2091580,"B","6.5_ref",4,"065066",0.131802,0.057819,0.189621,6
2098350,2106330,"A","6.6_ref",3,"065066",0.045982,0.027556,0.073538,6
2111480,2119960,"B","6.7_ref",14,"065066",0.083074,0.071166,0.15424,6
2126960,2131490,"A","6.8_ref",13,"065066",0.069248,0.057914,0.127162,6
2136880,2143770,"B","6.9_ref",2,"065066",0.126667,0.047164,0.173831,6
2150660,2156870,"A","6.10_ref",9,"065066",0.039373,0.057809,0.097182,6
2162570,2175180,"B","6.11_ref",6,"065066",0.20474,0.033795,0.238535,6
2188100,2192580,"A","6.12_ref",1,"065066",0.086159,0.067048,0.153207,6
2206950,2211650,"B","6.13_ref",16,"065066",0.088308,0.336905,0.425213,6
2215530,2222410,"A","6.14_ref",5,"065066",0.113033,0.086457,0.19949,6
2225060,2233030,"B","6.15_ref",12,"065066",0.207455,0.035109,0.242564,6
2243400,2250230,"A","6.16_ref",15,"065066",0.13591,0.061801,0.197711,6
14890,79080,"B","1.1_ref",9,"067068",0.111096,0.102748,0.213844,1
111430,131730,"A","1.2_ref",6,"067068",0.166169,0.087364,0.253533,1
186330,213270,"B","1.3_ref",15,"067068",0.178115,0.17001,0.348125,1
224950,246510,"A","1.4_ref",14,"067068",0.171922,0.079009,0.250931,1
254570,274690,"B","1.5_ref",13,"067068",0.139554,0.139827,0.279381,1
290350,379450,"A","1.6_ref",16,"067068",0.169107,0.124303,0.29341,1
396920,420150,"B","1.7_ref",11,"067068",0.042153,0.14775,0.189903,1
456360,479410,"A","1.8_ref",8,"067068",0.183243,0.131459,0.314702,1
497810,506660,"B","1.9_ref",3,"067068",0.060579,0.106307,0.166886,1
527490,561180,"A","1.10_ref",10,"067068",0.133099,0.153832,0.286931,1
600630,622390,"B","1.11_ref",5,"067068",0.058904,0.129549,0.188453,1
636010,669430,"A","1.12_ref",4,"067068",0.18801,0.130355,0.318365,1
720290,748640,"B","1.13_ref",7,"067068",0.174487,0.111548,0.286035,1
786750,816280,"A","1.14_ref",2,"067068",0.13888,0.137614,0.276494,1
827110,842380,"B","1.15_ref",1,"067068",0.049471,0.098362,0.147833,1
860450,887690,"A","1.16_ref",12,"067068",0.123333,0.129563,0.252896,1
903700,927000,"B","2.1_ref",14,"067068",0.10472,0.192218,0.296938,2
933520,954410,"A","2.2_ref",9,"067068",0.140776,0.16507,0.305846,2
965360,988970,"B","2.3_ref",16,"067068",0.05639,0.125319,0.181709,2
994410,1000920,"A","2.4_ref",3,"067068",0.117027,0.133936,0.250963,2
1020850,1033080,"B","2.5_ref",10,"067068",0.084894,0.123885,0.208779,2
1081290,1096860,"A","2.6_ref",11,"067068",0.153913,0.111804,0.265717,2
1106380,1123930,"B","2.7_ref",12,"067068",0.104587,0.126587,0.231174,2
1131860,1144590,"A","2.8_ref",7,"067068",0.137415,0.099561,0.236976,2
1158100,1178900,"B","2.9_ref",6,"067068",0.083153,0.126401,0.209554,2
1265540,1274840,"A","2.10_ref",13,"067068",0.135424,0.087222,0.222646,2
1278130,1291480,"B","2.11_ref",2,"067068",0,0.138664,0.138664,2
1299380,1319750,"A","2.12_ref",15,"067068",0.139902,0.140969,0.280871,2
1338360,1378020,"B","2.13_ref",8,"067068",0.100804,0.100749,0.201553,2
1384860,1393950,"A","2.14_ref",1,"067068",0.156862,0.168947,0.325809,2
1399860,1411400,"B","2.15_ref",4,"067068",0.04702,0.139885,0.186905,2
1421610,1434060,"A","2.16_ref",5,"067068",0.11011,0.099965,0.210075,2
1440950,1467400,"B","3.1_ref",9,"067068",0.078364,0.104004,0.182368,3
1475430,1487200,"A","3.2_ref",10,"067068",0.155576,0.13086,0.286436,3
1510480,1521140,"B","3.3_ref",15,"067068",0.045527,0.131515,0.177042,3
1531950,1541940,"A","3.4_ref",12,"067068",0.135739,0.064568,0.200307,3
1555400,1563120,"B","3.5_ref",1,"067068",0.027629,0.085351,0.11298,3
1580270,1590090,"A","3.6_ref",4,"067068",0.121864,0.089332,0.211196,3
1600490,1609150,"B","3.7_ref",7,"067068",0,0.090229,0.090229,3
1616090,1632820,"A","3.8_ref",16,"067068",0.117949,0.103721,0.22167,3
1653170,1657600,"B","3.9_ref",13,"067068",0.068148,0.12125,0.189398,3
1677890,1686840,"A","3.10_ref",2,"067068",0.139221,0.150413,0.289634,3
1699320,1719870,"B","3.11_ref",11,"067068",0.092708,0.16143,0.254138,3
1730260,1745370,"A","3.12_ref",6,"067068",0.140751,0.120614,0.261365,3
1762910,1770960,"B","3.13_ref",5,"067068",0.06192,0.123188,0.185108,3
1776160,1787120,"A","3.14_ref",8,"067068",0.10929,0.12325,0.23254,3
1827620,1832230,"B","3.15_ref",3,"067068",0.05028,0.090463,0.140743,3
1838050,1857350,"A","3.16_ref",14,"067068",0.159232,0.146482,0.305714,3
1876670,1883660,"B","4.1_ref",10,"067068",0.073735,0.184947,0.258682,4
1896020,1910680,"A","4.2_ref",15,"067068",0.103612,0.104148,0.20776,4
1927190,1930730,"B","4.3_ref",6,"067068",0.10343,0.19857,0.302,4
1950250,1957750,"A","4.4_ref",1,"067068",0.080713,0.088578,0.169291,4
1962160,1977950,"B","4.5_ref",16,"067068",0.055779,0.129562,0.185341,4
1996530,2003460,"A","4.6_ref",13,"067068",0.116771,0.163763,0.280534,4
2037160,2048840,"B","4.7_ref",12,"067068",0.055888,0.112823,0.168711,4
2066970,2082420,"A","4.8_ref",7,"067068",0.130101,0.07327,0.203371,4
2104640,2112240,"B","4.9_ref",2,"067068",0,0.106731,0.106731,4
2121050,2130110,"A","4.10_ref",9,"067068",0.144222,0.066511,0.210733,4
2142520,2152600,"B","4.11_ref",14,"067068",0.060461,0.160514,0.220975,4
2164030,2177880,"A","4.12_ref",5,"067068",0.172244,0.137406,0.30965,4
2189830,2211450,"B","4.13_ref",8,"067068",0.077845,0.123169,0.201014,4
2223410,2241060,"A","4.14_ref",11,"067068",0.153134,0.166773,0.319907,4
2244880,2255670,"B","4.15_ref",4,"067068",0.072562,0.190758,0.26332,4
2262720,2268150,"A","4.16_ref",3,"067068",0.109471,0.22196,0.331431,4
2277510,2302290,"B","5.1_ref",7,"067068",0.155051,0.213486,0.368537,5
2331550,2337610,"A","5.2_ref",6,"067068",0.154387,0.162478,0.316865,5
2348710,2358540,"B","5.3_ref",11,"067068",0.007511,0.159859,0.16737,5
2371010,2377780,"A","5.4_ref",10,"067068",0.082984,0.140846,0.22383,5
2384220,2392340,"B","5.5_ref",9,"067068",0.119475,0.105905,0.22538,5
2402350,2407440,"A","5.6_ref",4,"067068",0.068302,0.159727,0.228029,5
2424300,2428420,"B","5.7_ref",13,"067068",0.056002,0.097398,0.1534,5
2437150,2444020,"A","5.8_ref",12,"067068",0.122434,0.109953,0.232387,5
2450350,2455810,"B","5.9_ref",1,"067068",0.0425,0.101281,0.143781,5
2462150,2469530,"A","5.10_ref",8,"067068",0.0973,0.117842,0.215142,5
2476870,2482940,"B","5.11_ref",15,"067068",0.020402,0.080079,0.100481,5
2501360,2521350,"A","5.12_ref",14,"067068",0.11568,0.143335,0.259015,5
2592470,2601210,"B","5.13_ref",5,"067068",0.085002,0.150501,0.235503,5
2613180,2633500,"A","5.14_ref",16,"067068",0.109876,0.143206,0.253082,5
2645530,2653050,"B","5.15_ref",3,"067068",0.174692,0.200122,0.374814,5
2658380,2667540,"A","5.16_ref",2,"067068",0.133767,0.119608,0.253375,5
2672790,2685440,"B","6.1_ref",10,"067068",0.068547,0.116073,0.18462,6
2693040,2701860,"A","6.2_ref",11,"067068",0.13168,0.149671,0.281351,6
2711320,2718870,"B","6.3_ref",8,"067068",0.012295,0.127495,0.13979,6
2730380,2738250,"A","6.4_ref",7,"067068",0.144646,0.108355,0.253001,6
2748650,2752460,"B","6.5_ref",4,"067068",0.030596,0.183716,0.214312,6
2759850,2767420,"A","6.6_ref",3,"067068",0.143622,0.063082,0.206704,6
2773410,2779380,"B","6.7_ref",14,"067068",0.041178,0.155929,0.197107,6
2783880,2789880,"A","6.8_ref",13,"067068",0.175581,0.129311,0.304892,6
2795860,2805160,"B","6.9_ref",2,"067068",0.006611,0.056343,0.062954,6
2814430,2824530,"A","6.10_ref",9,"067068",0.137685,0.125021,0.262706,6
2834770,2844040,"B","6.11_ref",6,"067068",0.069806,0.119722,0.189528,6
2855970,2863000,"A","6.12_ref",1,"067068",0.112634,0.097375,0.210009,6
2911610,2920630,"B","6.13_ref",16,"067068",0.097143,0.130759,0.227902,6
2927300,2939190,"A","6.14_ref",5,"067068",0.10327,0.076408,0.179678,6
2944850,2955730,"B","6.15_ref",12,"067068",0.053093,0.11233,0.165423,6
2961190,2967520,"A","6.16_ref",15,"067068",0.079112,0.126555,0.205667,6
